CODE,MFR,MODEL,TYPE,HORSEPOWER,THRUST,
54018,ROLLS-ROYC,250-C30G/2,3,00650,000000,
54019,ROLLS-ROYC,250-C30R/1,3,00650,000000,
54020,ROLLS-ROYC,250-C47M,3,00650,000000,
54021,ROLLS-ROYC,250-C30R/3,3,00650,000000,
54022,ROLLS-ROYC,250-C30R/3M,3,00650,000000,
54023,ROLLS-ROYC,250-C30,3,00650,000000,
54024,ROLLS-ROYC,250-B15A,2,00317,000000,
54025,ROLLS-ROYC,250-B15E,2,00317,000000,
54026,ROLLS-ROYC,250-B15G,2,00317,000000,
54027,ROLLS-ROYC,250-B17,2,00400,000000,
54028,ROLLS-ROYC,250-B17B,2,00400,000000,
54029,ROLLS-ROYC,250-B17C,2,00420,000000,
54030,ROLLS-ROYC,250-B17D,2,00420,000000,
54031,ROLLS-ROYC,250-B17E,2,00420,000000,
54032,ROLLS-ROYC,250-B17F/1,2,00450,000000,
54033,ROLLS-ROYC,250-B17F/2,2,00450,000000,
54034,ROLLS-ROYC,RR O-240-A,1,00130,000000,
54035,ROLLS-ROYC,RB211-22B-02,5,00000,041030,
54036,ROLLS-ROYC,RB211-22B,5,00000,042670,
54037,ROLLS-ROYC,RB211-524B-02,5,00000,049120,
54038,ROLLS-ROYC,RB211-524BB02,5,00000,049120,
54039,ROLLS-ROYC,RB211-524B302,5,00000,049120,
54040,ROLLS-ROYC,RB211-524B402,5,00000,049120,
54041,ROLLS-ROYC,RB211524B4D02,5,00000,049120,
54042,ROLLS-ROYC,RB211-524B219,5,00000,049120,
54043,ROLLS-ROYC,RB211524B2B19,5,00000,049120,
54044,ROLLS-ROYC,RB211-524C219,5,00000,050600,
54045,ROLLS-ROYC,RB211524C2B19,5,00000,050600,
54046,ROLLS-ROYC,RB211-524D419,5,00000,051980,
54047,ROLLS-ROYC,RB211-524D4,5,00000,051980,
54048,ROLLS-ROYC,RB211524D4B19,5,00000,051980,
54049,ROLLS-ROYC,RB211524D4B39,5,00000,051980,
54050,ROLLS-ROYC,RB211524D4X19,5,00000,052810,
54051,ROLLS-ROYC,RB211524D4XB1,5,00000,052810,
54052,ROLLS-ROYC,RB211-535C-37,5,00000,036720,
54053,ROLLS-ROYC,RB211-535E437,5,00000,039610,
54054,ROLLS-ROYC,RB211535E4B37,5,00000,042540,
54055,ROLLS-ROYC,RB211535E4B75,5,00000,042540,
54056,ROLLS-ROYC,RB211535E4C37,5,00000,042540,
54057,ROLLS-ROYC,MK 510,3,01000,000000,
54058,ROLLS-ROYC,VIPER MK60122,4,00000,003675,
54059,ROLLS-ROYC,BRISTOL M45H,5,00000,007260,
54060,ROLLS-ROYC,BRISTOL MK501,5,00000,007260,
54061,ROLLS-ROYC,GEM MK530,3,01180,000000,
54062,ROLLS-ROYC,SPEY 506-14A,4,00000,010410,
54063,ROLLS-ROYC,SPEY 506-14D,4,00000,010410,
54064,ROLLS-ROYC,SPEY 555-15N,4,00000,009850,
54065,ROLLS-ROYC,SPEY 555-15P,4,09900,000000,
54066,ROLLS-ROYC,SPEY 555-15H,4,00000,009900,
54067,ROLLS-ROYC,SPEY 511-14,4,00000,011400,
54068,ROLLS-ROYC,SPEY 511-14W,4,00000,011400,
54069,ROLLS-ROYC,SPEY 511-8,4,00000,011400,
54070,ROLLS-ROYC,SPEY 511-8MOD,4,00000,011400,
54071,ROLLS-ROYC,TAY 620-15,5,00000,013850,
54072,ROLLS-ROYC,TAY 611-8,5,00000,013850,
54073,ROLLS-ROYC,TAY 611-8C,5,00000,013850,
54074,ROLLS-ROYC,DART 511,2,01677,000000,
54075,ROLLS-ROYC,DART 511-7E,2,01677,000000,
54076,ROLLS-ROYC,DART 514,2,01677,000000,
54077,ROLLS-ROYC,DART 514-7,2,01677,000000,
54078,ROLLS-ROYC,DART 528-7E,2,02027,000000,
54079,ROLLS-ROYC,DART 528D-7E,2,02027,000000,
54080,ROLLS-ROYC,DART 531,2,02027,000000,
54081,ROLLS-ROYC,DART 529-7E,2,02103,000000,
54082,ROLLS-ROYC,DART 529D-7E,2,02103,000000,
54083,ROLLS-ROYC,DART 529-7H,2,02103,000000,
54084,ROLLS-ROYC,DART 529D-7H,2,02103,000000,
54085,ROLLS-ROYC,DART 529-8E,2,02103,000000,
54086,ROLLS-ROYC,DART 529D-8E,2,02103,000000,
54087,ROLLS-ROYC,DART 529-8H,2,02103,000000,
54088,ROLLS-ROYC,DART 529D-8H,2,02103,000000,
54089,ROLLS-ROYC,DART 529-8X,2,02103,000000,
54090,ROLLS-ROYC,DART 529D-8X,2,02103,000000,
54091,ROLLS-ROYC,DART 529-8Y,2,02103,000000,
54092,ROLLS-ROYC,DART 529D-8Y,2,02103,000000,
54093,ROLLS-ROYC,DART 529-8Z,2,02103,000000,
54094,ROLLS-ROYC,DART 529D-8Z,2,02103,000000,
54095,ROLLS-ROYC,DART 532-2L,2,02260,000000,
54096,ROLLS-ROYC,DART 532-7,2,02260,000000,
54097,ROLLS-ROYC,DART 532-7L,2,02260,000000,
54098,ROLLS-ROYC,DART 532-7N,2,02260,000000,
54099,ROLLS-ROYC,DART 532-7P,2,02260,000000,
54100,ROLLS-ROYC,DART 532-7R,2,02260,000000,
54101,ROLLS-ROYC,DART 535-2,2,02260,000000,
54102,ROLLS-ROYC,DART 535-7R,2,02260,000000,
54103,ROLLS-ROYC,DART 551-7,2,02346,000000,
54104,ROLLS-ROYC,DART 551-7R,2,02346,000000,
54105,ROLLS-ROYC,DART 552-2,2,02370,000000,
54106,ROLLS-ROYC,DART 552-7,2,02370,000000,
54107,ROLLS-ROYC,DART 552-7R,2,02370,000000,
54108,ROLLS-ROYC,AVON 522,4,00000,010500,
54109,ROLLS-ROYC,AVON 524B,4,00000,010250,
54110,ROLLS-ROYC,AVON 525B,4,00000,010250,
54111,ROLLS-ROYC,AVON 526,4,00000,010500,
54112,ROLLS-ROYC,AVON 527,4,00000,011400,
54113,ROLLS-ROYC,AVON 531,4,00000,012200,
54114,ROLLS-ROYC,AVON 532R-B,4,00000,012080,
54115,ROLLS-ROYC,AVON 533R,4,00000,012600,
54116,ROLLS-ROYC,AVON 533R-11A,4,00000,013000,
54117,ROLLS-ROYC,VIPER MK 521,4,00000,003100,
54118,ROLLS-ROYC,VIPER MK 522,4,00000,003330,
54119,ROLLS-ROYC,VIPER MK 526,4,00000,003330,
54120,ROLLS-ROYC,RB211-524G219,5,00000,056870,
54121,ROLLS-ROYC,RB211524G2T19,5,00000,056870,
54122,ROLLS-ROYC,RB211-524G319,5,00000,056870,
54123,ROLLS-ROYC,RB211524G3T19,5,00000,056870,
54124,ROLLS-ROYC,RB211-524H-36,5,00000,059450,
54125,ROLLS-ROYC,RB211-524HT36,5,00000,059450,
54126,ROLLS-ROYC,RB211-524H219,5,00000,059450,
54127,ROLLS-ROYC,RB211524H2T19,5,00000,059450,
54128,ROLLS-ROYC,CONWAY 505,4,00000,016500,
54129,ROLLS-ROYC,CONWAY 508,4,00000,017500,
54130,ROLLS-ROYC,CONWAY 508A,4,00000,018000,
54131,ROLLS-ROYC,CONWAY 509A,4,00000,018000,
54132,ROLLS-ROYC,TYNE 506,2,04804,000000,
54133,ROLLS-ROYC,TYNE 512,2,05344,000000,
54134,ROLLS-ROYC,DART 542-10,2,02559,000000,
54135,ROLLS-ROYC,DART 542-10J,2,02559,000000,
54136,ROLLS-ROYC,DART 542-10K,2,02559,000000,
54137,ROLLS-ROYC,DART 542-4,2,02559,000000,
54138,ROLLS-ROYC,DART 542-4K,2,02559,000000,
54139,ROLLS-ROYC,ORPHEUS 810D,4,00000,004850,
54140,ROLLS-ROYC,AE 2100A,2,04152,000000,
54141,ROLLS-ROYC,AE 2100C,2,03271,000000,
54142,ROLLS-ROYC,AE 2100D2,2,04637,000000,
54143,ROLLS-ROYC,AE 2100D3,2,04637,000000,
54144,ROLLS-ROYC,AE 2100J,2,04591,000000,
54145,ROLLS-ROYC,RR O-300-A,1,00145,000000,
54146,ROLLS-ROYC,RR O-300-B,1,00145,000000,
54147,ROLLS-ROYC,RR O-300-C,1,00145,000000,
54148,ROLLS-ROYC,RR O-300-D,1,00145,000000,
54149,ROLLS-ROYC,GIPSY 30 MK2,1,00250,000000,
54150,ROLLS-ROYC,GIPSY 70-4,1,00340,000000,
54151,ROLLS-ROYC,GIPSY 70 MK2,1,00380,000000,
54152,ROLLS-ROYC,GIPSY 70 MK3,1,00400,000000,
54153,ROLLS-ROYC,501-D13,2,03750,000000,
54154,ROLLS-ROYC,501-D13A,2,03750,000000,
54155,ROLLS-ROYC,501-D13D,2,03750,000000,
54156,ROLLS-ROYC,501-D13E,2,03750,000000,
54157,ROLLS-ROYC,501-D13H,2,03750,000000,
54158,ROLLS-ROYC,501-D22,2,04050,000000,
54159,ROLLS-ROYC,501-D22A,2,04680,000000,
54160,ROLLS-ROYC,501-D22C,2,04680,000000,
54161,ROLLS-ROYC,502-D22G,2,04815,000000,
54162,ROLLS-ROYC,AE 3007A,5,00000,007580,
54163,ROLLS-ROYC,AE 3007A1/1,5,00000,007580,
54164,ROLLS-ROYC,AE 3007A1/2,5,00000,007580,
54165,ROLLS-ROYC,AE 3007A1,5,00000,007580,
54166,ROLLS-ROYC,AE 3007A1/3,5,00000,007580,
54167,ROLLS-ROYC,AE 3007A3,5,00000,007201,
54168,ROLLS-ROYC,AE 3007C1,5,00000,006764,
54169,ROLLS-ROYC,AE 3007A1E,5,00000,008917,
54170,ROLLS-ROYC,250-C10,3,00250,000000,
54171,ROLLS-ROYC,250-C10B,3,00317,000000,
54172,ROLLS-ROYC,250-C10D,3,00317,000000,
54173,ROLLS-ROYC,250-C18,3,00317,000000,
54174,ROLLS-ROYC,250-C18A,3,00317,000000,
54175,ROLLS-ROYC,250-C19,3,00317,000000,
54176,ROLLS-ROYC,250-C18B,3,00317,000000,
54177,ROLLS-ROYC,250-C18C,3,00317,000000,
54178,ROLLS-ROYC,250-C20,3,00400,000000,
54179,ROLLS-ROYC,250-C20C,3,00420,000000,
54180,ROLLS-ROYC,250-C20F,3,00420,000000,
54181,ROLLS-ROYC,250-C20J,3,00420,000000,
54182,ROLLS-ROYC,250-C20S,3,00420,000000,
54183,ROLLS-ROYC,250-C20R,3,00450,000000,
54184,ROLLS-ROYC,250-C20R/1,3,00450,000000,
54185,ROLLS-ROYC,250-C20R/2,3,00450,000000,
54186,ROLLS-ROYC,250-C20R/4,3,00450,000000,
54187,ROLLS-ROYC,225-C10,3,00350,000000,
54188,ROLLS-ROYC,225-C10-A,3,00350,000000,
54189,ROLLS-ROYC,250-C20W,3,00420,000000,
54190,ROLLS-ROYC,RR C90-8F,1,00095,000000,
54191,ROLLS-ROYC,RR C90-8FJ,1,00095,000000,
54192,ROLLS-ROYC,RR C90-12F,1,00095,000000,
54193,ROLLS-ROYC,RR C90-12FH,1,00095,000000,
54194,ROLLS-ROYC,RR C90-12FJ,1,00095,000000,
54195,ROLLS-ROYC,RR C90-12FP,1,00095,000000,
54196,ROLLS-ROYC,RR C90-14F,1,00095,000000,
54197,ROLLS-ROYC,RR C90-14FH,1,00095,000000,
54198,ROLLS-ROYC,RR C90-14FJ,1,00095,000000,
54199,ROLLS-ROYC,RR C90-16F,1,00095,000000,
54200,ROLLS-ROYC,RR O-200-A,1,00100,000000,
54201,ROLLS-ROYC,RR O-200-B,1,00100,000000,
54202,ROLLS-ROYC,RR O-200-C,1,00100,000000,
54203,ROLLS-ROYC,RB211 768-60,5,00000,067500,
54204,ROLLS-ROYC,RB211 772-60,5,00000,071100,
54205,ROLLS-ROYC,RB211 772B-60,5,00000,071100,
54206,ROLLS-ROYC,RB211-892-17,5,00000,091450,
54207,ROLLS-ROYC,RB211 884-17,5,00000,085430,
54208,ROLLS-ROYC,RB211 884B-17,5,00000,085430,
54209,ROLLS-ROYC,RB211 877-17,5,00000,078910,
54211,ROLLS-ROYC,RB211 892B-17,5,00000,091450,
54212,ROLLS-ROYC,RB211 895-17,5,00000,092940,
54213,ROLLS-ROYC,RB211 553-61,5,00000,055780,
54214,ROLLS-ROYC,RB211 553A261,5,00000,055780,
54215,ROLLS-ROYC,RB211 556-61,5,00000,058462,
54216,ROLLS-ROYC,RB211 556A261,5,00000,058462,
54217,ROLLS-ROYC,RB211 556B-61,5,00000,058462,
54218,ROLLS-ROYC,RB211 556B261,5,00000,058462,
54219,ROLLS-ROYC,RB211 560-61,5,00000,061902,
54220,ROLLS-ROYC,RB211 560A261,5,00000,061902,
54221,ROLLS-ROYC,RB511-8,4,00000,011400,
54222,ROLLS-ROYC,MK.104,5,00000,021500,
54223,ROLLS-ROYC,RB211-535E4,5,00000,042540,
54224,ROLLS-ROYC,AVON MK207,4,00000,010150,
54225,ROLLS-ROYC,250-C300,3,00300,000000,
54226,ROLLS-ROYC,NENE 10,4,00000,012400,
54227,ROLLS-ROYC,T63-A-720,3,00400,000000,
54228,ROLLS-ROYC,VIPER 202,4,00000,002450,
54229,ROLLS-ROYC,VIPER MK22-1,5,00000,002500,
54230,ROLLS-ROYC,AVON MK 203,4,00000,010000,
54231,ROLLS DEUT,BR700-725A112,5,00000,014975,
54232,ROLLS-ROYC,250-C300/A1,3,00300,000000,
54233,ROLLS-ROYC,V1650-25,1,01400,000000,
54234,ROLLS-ROYC,AE 3007C2,5,00000,007042,
54235,ROLLS-ROYC,250-C47 SER,3,00650,000000,
54236,ROLLS-ROYC,250-C47E/4,3,00600,000000,
54260,ROLLS-ROYC,M250 SERIES,3,00420,000000,
54385,ROLLS-ROYC,250-C20B,3,00420,000000,
54490,ROLLS-ROYC,TAY MK 611SER,5,00000,012450,
54500,ROLLS-ROYC,MERLIN 114A,4,03500,000000,
54501,ROLLS-ROYC,GRIFFON,2,02455,000000,
54502,ROLLS-ROYC,MERLIN,1,01760,000000,
54503,ROLLS-ROYC,DART 506,2,01540,000000,
54504,ROLLS-ROYC,DART 510&511,2,01740,000000,
54505,ROLLS-ROYC,DART 525,2,01920,000000,
54506,ROLLS-ROYC,DART 527 528,2,02068,000000,
54507,ROLLS-ROYC,DART 529,2,02154,000000,
54509,ROLLS-ROYC,DART532,2,02238,000000,
54510,ROLLS-ROYC,TYNE 515,2,05521,000000,
54512,ROLLS-ROYC,0-300,1,00145,000000,
54513,ROLLS-ROYC,DART 7 SERIES,2,02100,000000,
54516,ROLLS-ROYC,FLYGMTR RM6C,4,17500,000000,
54517,ROLLS-ROYC,AVON 532R,4,01208,000000,
54518,ROLLS-ROYC,CONWAY 509,4,00000,017500,
54519,ROLLS-ROYC,SPEY 506-14,4,00000,010410,
54521,ROLLS-ROYC,SPEY 555-15,4,00000,009850,
54522,ROLLS-ROYC,DART 542,2,02966,000000,
54523,ROLLS-ROYC,SPEY MK 511SR,4,01140,000000,
54524,ROLLS-ROYC,DART RDA-10,5,01140,000000,
54525,ROLLS-ROYC,250-C40B,3,00715,000000,
54526,ROLLS-ROYC,SPEY MK511-8,5,00000,011400,
54532,ROLLS-ROYC,0-200-A,1,00100,000000,
54538,ROLLS-ROYC,TRENT 1000-D3,5,00000,074511,
54540,ROLLS-ROYC,O-240 SER,1,00130,000000,
54542,ROLLS-ROYC,NENE,4,00510,000000,
54544,ROLLS-ROYC,TRENT 1000,5,00000,069194,
54545,ROLLS-ROYC,TRENT 1000-A2,5,00000,069194,
54546,ROLLS-ROYC,MK 22-6,4,02500,000000,
54547,ROLLS-ROYC,TRENT 1000-D2,5,00000,074511,
54548,ROLLS-ROYC,TRENT 1000M62,5,00000,069194,
54550,ROLLS-ROYC,VIPER MK521,4,00310,000000,
54551,ROLLS-ROYC,VIPER MK 601,4,00367,000000,
54552,ROLLS-ROYC,VIPER MK522,4,00333,000000,
54553,ROLLS-ROYC,DART 510,2,02750,000000,
54554,ROLLS-ROYC,RB-211-22,5,04000,000000,
54555,ROLLS-ROYC,RB-211 SERIES,5,00000,022000,
54556,ROLLS-ROYC,TAY MK 610-8,5,00000,012420,
54557,ROLLS-ROYC,TAY 650-15,5,00000,015100,
54558,ROLLS-ROYC,V-1650-7,1,01180,000000,
54559,ROLLS-ROYC,MK 510,3,02750,000000,
54560,ROLLS-ROYC,GIPSY MK SER,1,00330,000000,
54561,ROLLS-ROYC,TAY 611SER,5,00000,012450,
54562,ROLLS-ROYC,MK511-14,4,11400,000000,
54563,ROLLS-ROYC,ORPHEOUS,4,04130,000000,
54564,ROLLS-ROYC,TAY 651-54,5,00000,015400,
54565,ROLLS-ROYC,BR 700 SERIES,5,00000,014750,
54566,ROLLS DEUT,TRENT 1000-K3,5,00000,078129,
54567,ROLLS,RB3043/PRL700,5,18250,000000,
54568,ROLLS-ROYC,VIPER 680-43,4,00000,004000,
54570,ROLLS-ROYC,OLYMPUS 593MK,4,00000,031350,
54571,ROLLS-ROYC,AE 3007A1P,5,00000,008338,
54572,ROLLS-ROYC,AE 3007C,5,00000,006442,
54574,ROLLS-ROYC,BR700-715C1-3,5,00000,021430,
54581,ROLLS-ROYC,VIPER 535,4,00000,003450,
54582,ROLLS-ROYC,AE3007 SER,5,00000,006442,
54584,ROLLS-ROYC,250 20&30 SER,3,00420,000000,
54585,ROLLS-ROYC,250-C47B,3,00650,000000,
54586,ROLLS-ROYC,250-B17F,2,00450,000000,
54587,ROLLS-ROYC,TRENT 800,5,14500,000000,
54588,ROLLS-ROYC,250-C30H,3,00650,000000,
54589,ROLLS-ROYC,TRENT-892,5,00000,091450,
54590,ROLLS-ROYC,O-200-A,8,00100,000000,
54591,ROLLS-ROYC,RB211-524B4,5,00000,049120,
54592,ROLLS-ROYC,TRENT 772B-60,5,00000,071100,
54593,ROLLS-ROYC,RR772B-60,5,00000,071100,
54594,ROLLS-ROYC,AE 3007A2,5,00000,009440,
54595,ROLLS-TURB,ADOUR MK 861,5,00000,006000,
54599,ROLLS-ROYC,TRENT XWB-84,5,00000,084200,
54600,ROLLS DEU,TRENT XWB-84,5,00000,084200,
54601,ROLLS-ROY,TRENT 892-17,5,00000,091450,
54605,ROLLS-ROY,TRENT 7000-72,5,00000,072000,
54606,ROLLS-ROYC,RR300,3,00240,000000,
54607,ROLLS DEU,BR700-710D521,5,00000,014250,
55000,ROTORWAY,RW-133 SERIES,1,00160,000000,
55001,ROTORWAY,RW-100 SERIES,1,00100,000000,
55005,ROTORWAY,RW-145 SERIES,1,00145,000000,
55006,ROTORWAY,RW152,1,00150,000000,
55007,ROTORWAY,RI 162F,8,00150,000000,
55008,ROTORWAY,RW-162,1,00150,000000,
55009,ROTORWAY,RI 600N,1,00147,000000,
55010,ROTORWAY,RI 600S,8,00147,000000,
55011,ROTORWAY,RI 600,8,00150,000000,
55015,ROTORWAY,RH 600T,8,00168,000000,
55544,ROTAX,912A,8,00080,000000,
55551,ROTAX,582,7,00065,000000,
55552,ROTAX,914ULS,8,00115,000000,
55553,ROTAX,914UL,8,00115,000000,
55554,ROTAX,582-99,7,00065,000000,
55555,ROTAX,SEE BOMBADIER,1,00000,000000,
55556,ROTAX,582SER,7,00065,000000,
55557,ROTAX,582E,7,00065,000000,
55558,ROTAX,582UL,7,00065,000000,
55559,ROTAX,582UL-99,7,00065,000000,
55560,ROTAX,582ULDCDI-99,7,00065,000000,
55561,ROTAX,582DCDI-99,7,00065,000000,
55562,ROTAX,582DCDI,7,00065,000000,
55563,ROTAX,582UL DCDI,7,00065,000000,
55564,ROTAX,503 SERIES,7,00052,000000,
55565,ROTAX,503UL,7,00052,000000,
55566,ROTAX,503 DCDI,7,00052,000000,
55567,ROTAX,503DCSI,7,00052,000000,
55568,ROTAX,503ULDCDI,7,00052,000000,
55569,ROTAX,912,8,00080,000000,
55570,ROTAX,912S,8,00100,000000,
55571,ROTAX,912UL SERIES,8,00080,000000,
55572,ROTAX,912ULS SERIES,8,00100,000000,
55573,ROTAX,912ULSFR,8,00100,000000,
55574,ROTAX,912UL2,8,00080,000000,
55575,ROTAX,914 SERIES,8,00100,000000,
55576,ROTAX,447,7,00040,000000,
55577,ROTAX,583,7,00092,000000,
55578,ROTAX,618,7,00075,000000,
55579,ROTAX,532,7,00065,000000,
55580,ROTAX,521,7,00080,000000,
55581,ROTAX,377,7,00035,000000,
55582,ROTAX,503DC,7,00052,000000,
55583,ROTAX,552,7,00057,000000,
55584,ROTAX,505,7,00040,000000,
55585,ROTAX,277,7,00026,000000,
55586,ROTAX,477,7,00040,000000,
55587,ROTAX,502,7,00050,000000,
55588,ROTAX,R582C,7,00065,000000,
55589,ROTAX,618UL,1,00075,000000,
55590,ROTAX,912IS2,8,00100,000000,
55591,ROTAX,912ISC,8,00100,000000,
55592,ROTAX,912UL,1,00080,000000,
55593,ROTAX,912 IS,8,00100,000000,
55594,ROTAX,912S3,8,00100,000000,
55595,ROTAX,582 CDI,7,00064,000000,
55596,ROTAX,UL 670 BH13,1,00087,000000,
55597,ROTAX,914UL2-01,8,00115,000000,
55598,ROTAX,670,1,00107,000000,
55599,ROTAX,912ULS2,8,00100,000000,
55600,ROTEC,R2800,1,00110,000000,
55601,ROTAX,912F3,8,00080,000000,
55602,ROTAX,912ULS3,8,00100,000000,
55603,ROTAX,914UL3,8,00100,000000,
55604,ROTAX,914 IS,7,00100,000000,
55605,ROTAX,R670,8,00087,000000,
55606,ROTAX,912 SERIES,8,00080,000000,
55610,ROTEC,R3600,1,00150,000000,
55619,ROTAX,915 SERIES,8,00135,000000,
55620,ROTAX,915 IS,8,00135,000000,
55621,ROTAX,915 ISC3 A,8,00141,000000,
55700,BRP-ROTAX,914 F2,8,00115,000000,
55701,BRP-ROTAX,914 F3,8,00115,000000,
55702,BRP-ROTAX,914 F4,8,00115,000000,
55703,BRP-ROTAX,ROTAX 914 UL,2,00115,000000,
55800,ROTEX,REX SERIES,10,00100,000000,
55801,ROTEX,RET SERIES,10,00300,000000,
55950,RYAN FALCO,V12,1,00640,000000,
56001,SALMSON,AD9,1,00040,000000,
56501,SAUER,S 1800-1 SERI,8,00060,000000,
57001,SIEMENS,SH14,1,00113,000000,
57002,SIEMENS,SH-12,1,00125,000000,
57003,SIEMENS,SP55D,10,00074,000000,
57005,SIEMENS,ALL ELECTRIC,10,00074,000000,
57300,SNECMA,LARZAC 04-C6,5,00000,003000,
57301,SNECMA,LARZAC 04-C20,5,00000,002970,
57302,SNECMA,ATAR 09 SER,4,00000,013200,
57651,KONIG,SC430,7,00020,000000,
58100,SOLAR,T-62,3,00150,000000,
58101,SOLAR,T62T-2A1,3,00150,000000,
58102,SOLAR,T62T-32,3,00150,000000,
58104,SOLAR,T62-32,3,00160,000000,
58106,SOLO,560,1,00025,000000,
58107,SOLO,2350 SER,7,00026,000000,
58108,SOLO,2625 01,7,00053,000000,
58109,SOLO,262502I,1,00068,000000,
58111,SOLO,2625 02,7,00064,000000,
58200,SONEX ACFT,AEROVEE 2180C,1,00080,000000,
58201,SONEX,AEROVEE 2.1,1,00080,000000,
58202,SONEX ACFT,AEROVEE TURBO,1,00100,000000,
58300,SPA LLC,CORVAIR SERIE,1,00125,000000,
59001,STARK,STAMO,1,00050,000000,
59002,STARK,STAMO 1500-2,1,00045,000000,
59049,SUBARU,EJ257,1,00300,000000,
59050,SUBARU,ALL MDLS A/B,8,00400,000000,
59051,SUBARU,EJ 2.0 TURBO,1,00200,000000,
59052,SUBARU,EA-81,1,00100,000000,
59053,SUBARU,EJ22,8,00280,000000,
59054,SUBARU,EA-82,8,00090,000000,
59055,SUBARU,EZ30D,1,00242,000000,
59200,SUPERIOR,XP-400,8,00215,000000,
59201,SUPERIOR,0-320-D1A,1,00160,000000,
59210,SUPERIOR,CC363I,8,00186,000000,
59240,SUPERIOR,XP-IO-360 SER,8,00180,000000,
59249,SUPERIOR,0-360-X,1,00180,000000,
59250,SUPERIOR,O-360 SERIES,1,00180,000000,
59251,SUPERIOR,IO-360 SER,1,00180,000000,
59252,SUPERIOR,XP-360,8,00170,000000,
59253,SUPERIOR,O-320-A1AC2,8,00160,000000,
59254,SUPERIOR,IO-320-A,1,00160,000000,
59255,SUPERIOR,O-360-B1AC2,8,00170,000000,
59256,SUPERIOR,XPIO360A1AD2,1,00180,000000,
59257,SUPERIOR,XP-IO360B1DA3,8,00180,000000,
59258,SUPERIOR,XPIO-360B1AA2,8,00180,000000,
59259,SUPERIOR,IO-360-B1A2,1,00180,000000,
59260,SUPERIOR,XP-IO360B1AC2,8,00180,000000,
59261,SUPERIOR,XP-0-360B1AC2,8,00180,000000,
59262,SUPERIOR,O-360-A3A2,8,00180,000000,
59263,SUPERIOR,XP-320,8,00150,000000,
59264,SUPERIOR,XP-O-360-B1D3,1,00180,000000,
59265,SUPERIOR,XPIO360B1AD2,1,00180,000000,
59266,SUPERIOR,O360B1A2,1,00180,000000,
59267,SUPERIOR,IO-320 SERIES,1,00160,000000,
59268,SUPERIOR,XP IO400 SER,1,00215,000000,
59270,SUPERIOR,XP-IO360B1BD2,1,00180,000000,
59271,SUPERIOR,XP-IO-382,1,00200,000000,
59272,SUPERIOR,IO-375 SERIES,1,00195,000000,
59277,SUPERIOR,SL-O360 SERIE,1,00180,000000,
59285,SUPERIOR,XP-O-360A1AC2,1,00180,000000,
59287,SUPERIOR,XPIO-360B4PD2,1,00180,000000,
59288,SUPERIOR,XP-O-360A3HY3,1,00180,000000,
59290,SUPERIOR,IO400J4AD9-S2,1,00215,000000,
59291,SUPERIOR,XP-IO-320,1,00160,000000,
59292,SUPERIOR,IO-400-J4HD9,1,00215,000000,
59295,SUTER,TOA 288,7,00024,000000,
59297,SUPERIOR,IO-382X,1,00200,000000,
59298,SUPERIOR,IO-382,1,00190,000000,
59299,SUZUKI,G10,8,00048,000000,
59300,THIELERT,TAE-125-01,1,00132,000000,
59301,THIELERT,CENTURION 1.7,1,00135,000000,
59302,THIELERT,TAE 125-02-99,1,00132,000000,
59303,THIELERT,TAE125-02-114,1,00152,000000,
59304,THIELERT,CENTURION 4.0,1,00350,000000,
59305,SUZUKI,G13BB,8,00100,000000,
59306,TECHNIFY,TAE125-02-114,8,00152,000000,
59307,TECHNIFY,TAE125-02-99,8,00132,000000,
59308,SUZUKI,G15,8,00100,000000,
59309,CONT,TAE125-02-125,8,00170,000000,
59310,SUZUKI,G16 SERIES,8,00048,000000,
59312,SUZUKI,V6,1,00185,000000,
59354,SUZUKI,INNTEC 800,7,00085,000000,
59400,SOCIETE MA,SR305-230,1,00226,000000,
59401,SOCIETE MA,SR305-230E,1,00226,000000,
59469,TITAN,OX-340-D2B,1,00180,000000,
59470,TITAN,OX-340CC,8,00180,000000,
59471,TITAN,IOX-370 SERIE,8,00205,000000,
59472,TITAN,O-360-B1B,1,00180,000000,
59473,TITAN,OX-360 SERIES,1,00180,000000,
59474,TITAN,X-320,8,00160,000000,
59490,SZEKELY,SR-3,1,00045,000000,
59501,TRIUMPH,T SERIES,1,00040,000000,
59525,TRACE,TE600D,1,04400,000000,
59555,VANTAGE,O-360-A3A2,8,00180,000000,
59600,MATTITUCK,TMX O-200,8,00100,000000,
59601,MATTITUCK,TMX O-320,1,00150,000000,
59602,MATTITUCK,TMX 360,1,00180,000000,
59603,MATTITUCK,IO-360,1,00180,000000,
59604,MATTITUCK,TMX-540,1,00250,000000,
59605,MATTITUCK,TMX IO-390,8,00210,000000,
59606,MATTITUCK,TMX 390,1,00210,000000,
59607,MATTITUCK,TMX-0-360-A1A,8,00180,000000,
59608,MATTITUCK,TMX IO-360,1,00180,000000,
59609,MATTITUCK,TMX IO540D4A5,1,00260,000000,
59610,MATTITUCK,TMX O-360,1,00180,000000,
59685,TITAN,340,1,00180,000000,
59687,TITAN,IOX-320 SERIE,8,00180,000000,
59688,TITAN,IOX-340 SERIE,8,00180,000000,
59690,TITAN,IO-340,1,00180,000000,
59691,TITAN,O-340,1,00180,000000,
59695,TITAN,IO-360 SERIES,8,00180,000000,
